 734: T2_WOOD                                                          : Birch Logs
1515: T8_ARTEFACT_SHOES_LEATHER_FEY                                    : Elder's Griffin Underfur
1516: T4_ARTEFACT_HEAD_CLOTH_KEEPER                                    : Adept's Druidic Preserved Beak
1517: T5_ARTEFACT_HEAD_CLOTH_KEEPER                                    : Expert's Druidic Preserved Beak
1518: T6_ARTEFACT_HEAD_CLOTH_KEEPER                                    : Master's Druidic Preserved Beak
1519: T7_ARTEFACT_HEAD_CLOTH_KEEPER                                    : Grandmaster's Druidic Preserved Beak
1520: T8_ARTEFACT_HEAD_CLOTH_KEEPER                                    : Elder's Druidic Preserved Beak
1521: T4_ARTEFACT_ARMOR_CLOTH_KEEPER                                   : Adept's Druidic Feathers
1522: T5_ARTEFACT_ARMOR_CLOTH_KEEPER                                   : Expert's Druidic Feathers
1523: T6_ARTEFACT_ARMOR_CLOTH_KEEPER                                   : Master's Druidic Feathers
1524: T7_ARTEFACT_ARMOR_CLOTH_KEEPER                                   : Grandmaster's Druidic Feathers
1525: T8_ARTEFACT_ARMOR_CLOTH_KEEPER                                   : Elder's Druidic Feathers
1526: T4_ARTEFACT_SHOES_CLOTH_KEEPER                                   : Adept's Druidic Bindings
1527: T5_ARTEFACT_SHOES_CLOTH_KEEPER                                   : Expert's Druidic Bindings
1528: T6_ARTEFACT_SHOES_CLOTH_KEEPER                                   : Master's Druidic Bindings
1529: T7_ARTEFACT_SHOES_CLOTH_KEEPER                                   : Grandmaster's Druidic Bindings
1530: T8_ARTEFACT_SHOES_CLOTH_KEEPER                                   : Elder's Druidic Bindings
1531: T4_ARTEFACT_HEAD_CLOTH_HELL                                      : Adept's Infernal Cloth Visor
1532: T5_ARTEFACT_HEAD_CLOTH_HELL                                      : Expert's Infernal Cloth Visor
1533: T6_ARTEFACT_HEAD_CLOTH_HELL                                      : Master's Infernal Cloth Visor
1534: T7_ARTEFACT_HEAD_CLOTH_HELL                                      : Grandmaster's Infernal Cloth Visor
1535: T8_ARTEFACT_HEAD_CLOTH_HELL                                      : Elder's Infernal Cloth Visor
1536: T4_ARTEFACT_ARMOR_CLOTH_HELL                                     : Adept's Infernal Cloth Folds
1537: T5_ARTEFACT_ARMOR_CLOTH_HELL                                     : Expert's Infernal Cloth Folds
1538: T6_ARTEFACT_ARMOR_CLOTH_HELL                                     : Master's Infernal Cloth Folds
1539: T7_ARTEFACT_ARMOR_CLOTH_HELL                                     : Grandmaster's Infernal Cloth Folds
1540: T8_ARTEFACT_ARMOR_CLOTH_HELL                                     : Elder's Infernal Cloth Folds
1541: T4_ARTEFACT_SHOES_CLOTH_HELL                                     : Adept's Infernal Cloth Bindings
1542: T5_ARTEFACT_SHOES_CLOTH_HELL                                     : Expert's Infernal Cloth Bindings
1543: T6_ARTEFACT_SHOES_CLOTH_HELL                                     : Master's Infernal Cloth Bindings
1544: T7_ARTEFACT_SHOES_CLOTH_HELL                                     : Grandmaster's Infernal Cloth Bindings
1545: T8_ARTEFACT_SHOES_CLOTH_HELL                                     : Elder's Infernal Cloth Bindings
1546: T4_ARTEFACT_HEAD_CLOTH_MORGANA                                   : Adept's Alluring Padding
1547: T5_ARTEFACT_HEAD_CLOTH_MORGANA                                   : Expert's Alluring Padding
1548: T6_ARTEFACT_HEAD_CLOTH_MORGANA                                   : Master's Alluring Padding
1549: T7_ARTEFACT_HEAD_CLOTH_MORGANA                                   : Grandmaster's Alluring Padding
1550: T8_ARTEFACT_HEAD_CLOTH_MORGANA                                   : Elder's Alluring Padding
1551: T4_ARTEFACT_ARMOR_CLOTH_MORGANA                                  : Adept's Alluring Amulet
1552: T5_ARTEFACT_ARMOR_CLOTH_MORGANA                                  : Expert's Alluring Amulet
1553: T6_ARTEFACT_ARMOR_CLOTH_MORGANA                                  : Master's Alluring Amulet
1554: T7_ARTEFACT_ARMOR_CLOTH_MORGANA                                  : Grandmaster's Alluring Amulet
1555: T8_ARTEFACT_ARMOR_CLOTH_MORGANA                                  : Elder's Alluring Amulet
1556: T4_ARTEFACT_SHOES_CLOTH_MORGANA                                  : Adept's Alluring Bindings
1557: T5_ARTEFACT_SHOES_CLOTH_MORGANA                                  : Expert's Alluring Bindings
1558: T6_ARTEFACT_SHOES_CLOTH_MORGANA                                  : Master's Alluring Bindings
1559: T7_ARTEFACT_SHOES_CLOTH_MORGANA                                  : Grandmaster's Alluring Bindings
1560: T8_ARTEFACT_SHOES_CLOTH_MORGANA                                  : Elder's Alluring Bindings
1561: T4_ARTEFACT_HEAD_CLOTH_AVALON                                    : Adept's Sanctified Mask
1562: T5_ARTEFACT_HEAD_CLOTH_AVALON                                    : Expert's Sanctified Mask
1563: T6_ARTEFACT_HEAD_CLOTH_AVALON                                    : Master's Sanctified Mask
1564: T7_ARTEFACT_HEAD_CLOTH_AVALON                                    : Grandmaster's Sanctified Mask
1565: T8_ARTEFACT_HEAD_CLOTH_AVALON                                    : Elder's Sanctified Mask
1566: T4_ARTEFACT_ARMOR_CLOTH_AVALON                                   : Adept's Sanctified Belt
1567: T5_ARTEFACT_ARMOR_CLOTH_AVALON                                   : Expert's Sanctified Belt
1568: T6_ARTEFACT_ARMOR_CLOTH_AVALON                                   : Master's Sanctified Belt
1569: T7_ARTEFACT_ARMOR_CLOTH_AVALON                                   : Grandmaster's Sanctified Belt
1570: T8_ARTEFACT_ARMOR_CLOTH_AVALON                                   : Elder's Sanctified Belt
1571: T4_ARTEFACT_SHOES_CLOTH_AVALON                                   : Adept's Sanctified Bindings
1572: T5_ARTEFACT_SHOES_CLOTH_AVALON                                   : Expert's Sanctified Bindings
1573: T6_ARTEFACT_SHOES_CLOTH_AVALON                                   : Master's Sanctified Bindings
1574: T7_ARTEFACT_SHOES_CLOTH_AVALON                                   : Grandmaster's Sanctified Bindings
1575: T8_ARTEFACT_SHOES_CLOTH_AVALON                                   : Elder's Sanctified Bindings
1576: T4_ARTEFACT_ARMOR_CLOTH_FEY                                      : Adept's Fey Dorsal Wing
1577: T5_ARTEFACT_ARMOR_CLOTH_FEY                                      : Expert's Fey Dorsal Wing
1578: T6_ARTEFACT_ARMOR_CLOTH_FEY                                      : Master's Fey Dorsal Wing
1579: T7_ARTEFACT_ARMOR_CLOTH_FEY                                      : Grandmaster's Fey Dorsal Wing
1580: T8_ARTEFACT_ARMOR_CLOTH_FEY                                      : Elder's Fey Dorsal Wing
1581: T4_ARTEFACT_HEAD_CLOTH_FEY                                       : Adept's Intact Fey Fibula
1582: T5_ARTEFACT_HEAD_CLOTH_FEY                                       : Expert's Intact Fey Fibula
1583: T6_ARTEFACT_HEAD_CLOTH_FEY                                       : Master's Intact Fey Fibula
1584: T7_ARTEFACT_HEAD_CLOTH_FEY                                       : Grandmaster's Intact Fey Fibula
1585: T8_ARTEFACT_HEAD_CLOTH_FEY                                       : Elder's Intact Fey Fibula
1586: T4_ARTEFACT_SHOES_CLOTH_FEY                                      : Adept's Fey Dragonscales
1587: T5_ARTEFACT_SHOES_CLOTH_FEY                                      : Expert's Fey Dragonscales
1588: T6_ARTEFACT_SHOES_CLOTH_FEY                                      : Master's Fey Dragonscales
1589: T7_ARTEFACT_SHOES_CLOTH_FEY                                      : Grandmaster's Fey Dragonscales
1590: T8_ARTEFACT_SHOES_CLOTH_FEY                                      : Elder's Fey Dragonscales
1591: T4_ARTEFACT_TOKEN_FAVOR_1                                        : Adept's Crystallized Spirit
1592: T5_ARTEFACT_TOKEN_FAVOR_1                                        : Expert's Crystallized Spirit
1593: T6_ARTEFACT_TOKEN_FAVOR_1                                        : Master's Crystallized Spirit
1594: T7_ARTEFACT_TOKEN_FAVOR_1                                        : Grandmaster's Crystallized Spirit
1595: T8_ARTEFACT_TOKEN_FAVOR_1                                        : Elder's Crystallized Spirit
1596: T4_ARTEFACT_TOKEN_FAVOR_2                                        : Adept's Crystallized Dread
1597: T5_ARTEFACT_TOKEN_FAVOR_2                                        : Expert's Crystallized Dread
1598: T6_ARTEFACT_TOKEN_FAVOR_2                                        : Master's Crystallized Dread
1599: T7_ARTEFACT_TOKEN_FAVOR_2                                        : Grandmaster's Crystallized Dread
1600: T8_ARTEFACT_TOKEN_FAVOR_2                                        : Elder's Crystallized Dread
1601: T4_ARTEFACT_TOKEN_FAVOR_3                                        : Adept's Crystallized Magic
1602: T5_ARTEFACT_TOKEN_FAVOR_3                                        : Expert's Crystallized Magic
1603: T6_ARTEFACT_TOKEN_FAVOR_3                                        : Master's Crystallized Magic
1604: T7_ARTEFACT_TOKEN_FAVOR_3                                        : Grandmaster's Crystallized Magic
1605: T8_ARTEFACT_TOKEN_FAVOR_3                                        : Elder's Crystallized Magic
1606: T4_ARTEFACT_TOKEN_FAVOR_4                                        : Adept's Crystallized Divinity
1607: T5_ARTEFACT_TOKEN_FAVOR_4                                        : Expert's Crystallized Divinity
1608: T6_ARTEFACT_TOKEN_FAVOR_4                                        : Master's Crystallized Divinity
1609: T7_ARTEFACT_TOKEN_FAVOR_4                                        : Grandmaster's Crystallized Divinity
1610: T8_ARTEFACT_TOKEN_FAVOR_4                                        : Elder's Crystallized Divinity
1649: T1_OFF_SHIELD                                                    : Beginner's Shield
1650: T2_OFF_SHIELD                                                    : Novice's Shield
1651: T3_OFF_SHIELD                                                    : Journeyman's Shield
1652: T4_OFF_SHIELD                                                    : Adept's Shield
1653: T4_OFF_SHIELD@1                                                  : Adept's Shield
1654: T4_OFF_SHIELD@2                                                  : Adept's Shield
1655: T4_OFF_SHIELD@3                                                  : Adept's Shield
1656: T4_OFF_SHIELD@4                                                  : Adept's Shield
1657: T5_OFF_SHIELD                                                    : Expert's Shield
1658: T5_OFF_SHIELD@1                                                  : Expert's Shield
1659: T5_OFF_SHIELD@2                                                  : Expert's Shield
1660: T5_OFF_SHIELD@3                                                  : Expert's Shield
1661: T5_OFF_SHIELD@4                                                  : Expert's Shield
1662: T6_OFF_SHIELD                                                    : Master's Shield
1663: T6_OFF_SHIELD@1                                                  : Master's Shield
1664: T6_OFF_SHIELD@2                                                  : Master's Shield
1665: T6_OFF_SHIELD@3                                                  : Master's Shield
1666: T6_OFF_SHIELD@4                                                  : Master's Shield
1667: T7_OFF_SHIELD                                                    : Grandmaster's Shield
1668: T7_OFF_SHIELD@1                                                  : Grandmaster's Shield
1669: T7_OFF_SHIELD@2                                                  : Grandmaster's Shield
1670: T7_OFF_SHIELD@3                                                  : Grandmaster's Shield
1671: T7_OFF_SHIELD@4                                                  : Grandmaster's Shield
1672: T8_OFF_SHIELD                                                    : Elder's Shield
1673: T8_OFF_SHIELD@1                                                  : Elder's Shield
1674: T8_OFF_SHIELD@2                                                  : Elder's Shield
1675: T8_OFF_SHIELD@3                                                  : Elder's Shield
1676: T8_OFF_SHIELD@4                                                  : Elder's Shield
1677: T4_OFF_TOWERSHIELD_UNDEAD                                        : Adept's Sarcophagus
1678: T4_OFF_TOWERSHIELD_UNDEAD@1                                      : Adept's Sarcophagus
1679: T4_OFF_TOWERSHIELD_UNDEAD@2                                      : Adept's Sarcophagus
1680: T4_OFF_TOWERSHIELD_UNDEAD@3                                      : Adept's Sarcophagus
1681: T4_OFF_TOWERSHIELD_UNDEAD@4                                      : Adept's Sarcophagus
1682: T5_OFF_TOWERSHIELD_UNDEAD                                        : Expert's Sarcophagus
1683: T5_OFF_TOWERSHIELD_UNDEAD@1                                      : Expert's Sarcophagus
1684: T5_OFF_TOWERSHIELD_UNDEAD@2                                      : Expert's Sarcophagus
1685: T5_OFF_TOWERSHIELD_UNDEAD@3                                      : Expert's Sarcophagus
1686: T5_OFF_TOWERSHIELD_UNDEAD@4                                      : Expert's Sarcophagus
1687: T6_OFF_TOWERSHIELD_UNDEAD                                        : Master's Sarcophagus
1688: T6_OFF_TOWERSHIELD_UNDEAD@1                                      : Master's Sarcophagus
1689: T6_OFF_TOWERSHIELD_UNDEAD@2                                      : Master's Sarcophagus
1690: T6_OFF_TOWERSHIELD_UNDEAD@3                                      : Master's Sarcophagus
1691: T6_OFF_TOWERSHIELD_UNDEAD@4                                      : Master's Sarcophagus
1692: T7_OFF_TOWERSHIELD_UNDEAD                                        : Grandmaster's Sarcophagus
1693: T7_OFF_TOWERSHIELD_UNDEAD@1                                      : Grandmaster's Sarcophagus
1694: T7_OFF_TOWERSHIELD_UNDEAD@2                                      : Grandmaster's Sarcophagus
1695: T7_OFF_TOWERSHIELD_UNDEAD@3                                      : Grandmaster's Sarcophagus
1696: T7_OFF_TOWERSHIELD_UNDEAD@4                                      : Grandmaster's Sarcophagus
1697: T8_OFF_TOWERSHIELD_UNDEAD                                        : Elder's Sarcophagus
1698: T8_OFF_TOWERSHIELD_UNDEAD@1                                      : Elder's Sarcophagus
1699: T8_OFF_TOWERSHIELD_UNDEAD@2                                      : Elder's Sarcophagus
1700: T8_OFF_TOWERSHIELD_UNDEAD@3                                      : Elder's Sarcophagus
1701: T8_OFF_TOWERSHIELD_UNDEAD@4                                      : Elder's Sarcophagus
1702: T4_OFF_SHIELD_HELL                                               : Adept's Caitiff Shield
1703: T4_OFF_SHIELD_HELL@1                                             : Adept's Caitiff Shield
1704: T4_OFF_SHIELD_HELL@2                                             : Adept's Caitiff Shield
1705: T4_OFF_SHIELD_HELL@3                                             : Adept's Caitiff Shield
1706: T4_OFF_SHIELD_HELL@4                                             : Adept's Caitiff Shield
1707: T5_OFF_SHIELD_HELL                                               : Expert's Caitiff Shield
1708: T5_OFF_SHIELD_HELL@1                                             : Expert's Caitiff Shield
1709: T5_OFF_SHIELD_HELL@2                                             : Expert's Caitiff Shield
1710: T5_OFF_SHIELD_HELL@3                                             : Expert's Caitiff Shield
